gtp_ligand_id,target_uniprot,gtp_interaction_count,gtp_action_set,gtp_type_set,gtp_selectivity_set,gtp_primary_target_set,gtp_affinity_units_set,gtp_affinity_median_set,gtp_pubmed_ids
5886,P17425,1,Unknown,Inhibitor,Not Determined,False,pIC50,7.0,2890166|8094614
5887,P07949,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.960000038146973,29657135
5887,P08581,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.899999618530273,21926191
5887,P35968,1,Inhibition,Inhibitor,Not Determined,True,pIC50,10.460000038146973,21926191
5889,P42345,1,Inhibition,Inhibitor,Selective,True,pIC50,8.699999809265137,9723437
589,P30556,1,Antagonist,Antagonist,Selective,True,pIC50,,10193788
589,Q14973,1,Inhibition,Inhibitor,Non-selective,False,pKi,4.920000076293945,23339484
5890,O43353,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.849999904632568,25801024
5890,P00519,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.100000381469727,20513156
5890,P07949,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.199999809265137,23811235
5890,P49336,1,Inhibition,Inhibitor,Not Determined,False,pKd,8.170000076293945,26502155
5890,Q13546,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.920000076293945,25801024
5890,Q9BWU1,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.920000076293945,26502155
5890,Q9Y572,1,Inhibition,Inhibitor,Not Determined,False,pKi,8.800000190734863,25801024
5891,P15056,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.550000190734863,22222036
5891,P35968,1,Inhibition,Inhibitor,,False,pIC50,7.9,21170960
5892,P42345,1,Inhibition,Inhibitor,Selective,True,pIC50,5.800000190734863,21438579
5893,P04049,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,22808911|26343583
5893,P15056,2,Inhibition,Inhibitor,Not Determined,False|True,pIC50,7.0|8.539999961853027,22808911|33910927
5894,Q86Y34,1,Full agonist,Agonist,Not Determined,False,pEC50,8.5,22575658
5895,Q96P65,1,Full agonist,Agonist,Non-selective,False,pEC50,8.149999618530273,12714592|14657341
5896,P83861,1,Full agonist,Agonist,Non-selective,False,pEC50,8.22,12714592
5897,O88917,1,Full agonist,Agonist,Not Determined,False,pKd,,9208860|12782639
5897,O88923,1,Full agonist,Agonist,Not Determined,False,pKd,8.850000381469727,10026162
5897,Q9Z173,1,Agonist,Agonist,Not Determined,False,-,,8798521
5898,O88917,1,Full agonist,Agonist,Not Determined,False,pKd,9.6,12782639
5899,O88917,1,Partial agonist,Agonist,Not Determined,False,pKd,8.8,21724987
59,P08908,1,Partial agonist,Agonist,,False,pKi,,9760039|8935801
59,P14416,1,Antagonist,Antagonist,Not Determined,True,pKi,8.550000190734863,9430133
59,P28221,1,Full agonist,Agonist,,False,pKi,9.0,8935801
59,P28222,1,Full agonist,Agonist,,False,pKi,8.3,8935801
59,P28223,1,Antagonist,Antagonist,Not Determined,True,pKi,,8935801|12629531|12176106|18308814
59,P28335,1,Inverse agonist,Antagonist,Not Determined,True,pKi,,12629531|10991983|18308814
59,P28566,1,Full agonist,Agonist,,False,pKi,6.4,8935801
59,P31645,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.28000020980835,
59,P34969,1,Inverse agonist,Antagonist,,False,pKi,8.4,15821958
59,P35367,1,Antagonist,Antagonist,,False,pKi,,8935801|12629531
590,P30556,1,Antagonist,Antagonist,Selective,True,pIC50,,8372104|26315714
5900,Q9Z173,1,Full agonist,Agonist,Not Determined,False,pKd,7.8,22405201
5901,P47900,1,Antagonist,Antagonist,Not Determined,False,pKi,8.2,23668989
5902,P41231,1,Full agonist,Agonist,Selective,False,pEC50,6.900000095367432,17125260|17088057|21417463
5903,Q15077,1,Agonist,Agonist,Selective,False,pEC50,7.900000095367432,20446735
5904,Q9H244,2,Antagonist,Antagonist,Selective,False,pA2|pKi,7.599999904632568|9.800000190734863,19463000|19690189
5905,Q9H244,1,Antagonist,Antagonist,Not Determined,False,pKi,6.9,22984835
5906,Q9H244,1,Antagonist,Antagonist,Not Determined,False,pKi,8.1,22984835
5907,P41231,1,Antagonist,Antagonist,Selective,False,pIC50,6.0,15231488
5908,Q15391,1,Agonist,Agonist,Selective,False,pEC50,9.0,21484092
5909,Q15391,1,Agonist,Agonist,Not Determined,False,pEC50,7.2,19902968
591,P30556,1,Antagonist,Antagonist,Selective,True,pIC50,8.100000381469727,11451212
5910,Q15077,1,Agonist,Agonist,Selective,False,pEC50,8.100000381469727,22901672|24970757
5912,P08069,1,Inhibition,Inhibitor,Not Determined,True,pIC50,4.739999771118164,9075698
5913,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.900000095367432,2552117
5916,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.400000095367432,1676428
5917,P00533,1,Inhibition,Inhibitor,Not Determined,True,pKi,3.400000095367432,2552117
5918,P09619,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.050000190734863,12670652
592,P30556,1,Antagonist,Antagonist,Selective,True,pIC50,8.399999618530273,9878991
5921,P31749,1,Negative,Allosteric modulator,Not Determined,True,pIC50,7.239999771118164,15664853
5921,P31751,1,Negative,Allosteric modulator,Not Determined,True,pIC50,6.679999828338623,15664853
5921,Q9Y243,1,Negative,Allosteric modulator,Not Determined,False,pIC50,5.670000076293945,15664853
5922,P11309,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.889999866485596,
5923,P24941,1,Inhibition,Inhibitor,Not Determined,True,pKi,9.279999732971191,22289061
5923,P43403,1,Inhibition,Inhibitor,Not Determined,False,pKi,5.579999923706055,22289061
5923,Q14289,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.03000020980835,22289061
5924,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.820000171661377,12519061
5924,P24941,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.920000076293945,12519061
5924,P49840,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.300000190734863,12519061
5924,Q00535,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.800000190734863,12519061
5925,P06493,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.460000038146973,10998059
5925,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.399999618530273,10998059
5926,P06493,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.640000343322754,18077363
5926,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.100000381469728,18077363
5927,P06493,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.480000019073486,18077363
5927,P24941,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.550000190734863,18077363
5927,Q00535,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.699999809265137,18077363
5928,Q13315,2,Inhibition,Inhibitor,Selective,True,pIC50|pKi,7.889999866485596|8.65999984741211,15604286
593,P30556,1,Antagonist,Antagonist,Not Determined,False,pIC50,,11206708
5930,O14965,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.510000228881836,18077363
5930,Q96GD4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.900000095367432,18077363
5931,O14965,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.380000114440918,17157005
5932,O14965,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.739999771118164,30234987
5932,O60674,3,Binding|Inhibition,Inhibitor,Not Determined,False,pIC50|pKd,6.340000152587891|6.96999979019165,28626521|35653642
5932,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.1899995803833,15974571
5932,P24941,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.699999809265137,15974571
5932,Q96GD4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.889999866485596,30234987
5933,O60674,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.100000381469727,18775810
5933,P23458,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.520000457763672,21138246
5933,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.440000057220459,18775810
5936,O95835,1,Inhibition,Inhibitor,Not Determined,False,pKd,4.96999979019165,29191878
5936,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.190000057220459,18559524
5936,P11362,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.159999847412109,18559524
5936,P16234,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.230000019073486,18559524
5936,P17948,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.510000228881836,18559524
5936,P21802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.429999828338623,18559524
5936,P22455,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.210000038146973,18559524
5936,P22607,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.96999979019165,18559524
5936,P35916,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.889999866485596,18559524
5936,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.679999828338623,18559524
5937,P05771,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.670000076293945,15380221
5938,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.960000038146973,11896531
5938,P24941,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.21999979019165,11896531
5939,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,10.600000381469728,8632415
594,P50052,1,Full agonist,Agonist,Not Determined,False,pKd,10.6,2775266|1764088
5940,P48729,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.519999980926514,22944772
5940,P48730,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.519999980926514,17850214
5942,O35491,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.699999809265137,18077363
5942,P22518,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKi,7.699999809265137|8.0,18077363
5943,P49841,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.119999885559082,18077363
5943,P50613,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.150000095367432,18077363
5943,Q00534,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.550000190734863,18077363
5944,P06493,1,Inhibition,Inhibitor,Not Determined,True,pIC50,5.239999771118164,18077363
5945,P06493,2,Inhibition,Inhibitor,Non-selective|Not Determined,False|True,pIC50,6.829999923706055|7.599999904632568,30234987|9990463
5945,P11802,1,Inhibition,Inhibitor,Non-selective,False,pIC50,5.519999980926514,30234987
5945,P24941,2,Inhibition,Inhibitor,Non-selective,False,pIC50,7.340000152587891|7.590000152587891,30234987
5945,P50613,1,Inhibition,Inhibitor,Non-selective,False,pIC50,6.550000190734863,30234987
5945,P50750,1,Inhibition,Inhibitor,Non-selective,False,pIC50,5.849999904632568,30234987
5945,Q00535,1,Inhibition,Inhibitor,Non-selective,False,pIC50,7.590000152587891,30234987
5946,P06493,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.220000267028809,15974571
5946,P17948,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.489999771118164,15974571
5946,P24941,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.300000190734863,15974571
5947,P06493,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.21999979019165,18077363
5947,P49841,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.0,18077363
5947,Q00535,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.400000095367432,18077363
5948,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.380000114440918,18077363
5948,P24941,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.300000190734863,
5949,O14965,1,Inhibition,Inhibitor,Non-selective,False,pIC50,7.170000076293945,30234987
5949,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.179999828338623,16170024
5949,P11802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.260000228881836,16170024
5949,P19525,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.699999809265137,21632247
5949,P24941,2,Inhibition,Inhibitor,Non-selective,False,pIC50,6.389999866485596|6.400000095367432,16170024|30234987
5949,P50613,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.409999847412109,16170024
5949,Q00535,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.820000171661377,16170024
5949,Q96GD4,1,Inhibition,Inhibitor,Non-selective,False,pIC50,7.460000038146973,30234987
595,P35351,1,Full agonist,Agonist,Selective,False,pKd,,2194459
5950,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.679999828338623,12747775
5950,P11802,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.119999885559082,12747775
5950,P24941,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.28000020980835,12747775
5951,P11802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.699999809265137,10632371
5951,P24941,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.0,10632371
5952,P11802,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.220000267028809,10743948
5952,P24941,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.699999809265137,10743948
5952,Q9NQR1,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.300000190734863,25137013
5953,P17612|P22612|P22694|P10644|P31321|P13861|P31323,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.050000190734863,18077363
5953,Q02156,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.619999885559082,18077363
5953,Q99572,1,Negative,Allosteric modulator,Selective,False,pIC50,5.25,15210579
5954,O96017,1,Inhibition,Inhibitor,Not Determined,True,pKi,7.429999828338623,18077363
5955,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.46999979019165,9677190
5955,P49841,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.519999980926514,18077363
5956,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,11.220000267028809,8568816
5958,P35918,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.099999904632568,10956210
5959,P78527,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.639999866485596,12941339
596,P35351,1,Antagonist,Antagonist,Selective,False,pIC50,,2590220|8469774|2314387
5960,P97313,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.920000076293945,22835870
5961,P78527,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.570000171661377,17562705
5962,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.699999809265137,15598814
5962,P06213,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.699999809265137,15598814
5962,P07333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P10721,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P11362,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P16234,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.679999828338623,15598814
5962,P17948,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P22607,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P35916,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,,19113866|15598814
5962,P36888,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,9.1899995803833,19113866|15598814|22037378
5963,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.679999828338623,18077363
5964,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.699999809265137,11378364
5964,P04626,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.099999904632568,11378364
5965,P00533,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.520000457763672,16480284
5965,P04626,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.960000038146973,16480284
5965,Q15303,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.300000190734863,16480284
5966,P27361,1,Inhibition,Inhibitor,Not Determined,True,pKi,6.389999866485596,16139248
5966,P28482,1,Inhibition,Inhibitor,Not Determined,True,pKi,6.849999904632568,16139248
5968,P28482,1,Binding,Inhibitor,Not Determined,True,pKd,4.889999866485596,17000106
5969,P11802,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.460000038146973,10973815
597,P50052,1,Antagonist,Antagonist,Selective,False,pKd,,2402226|1709220
5970,P36888,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.380000114440918,16580199
5971,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.769999980926514,16722630
5971,P36888,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.480000019073486,16722630
5972,P36888,1,Inhibition,Inhibitor,Selective,True,pIC50,7.300000190734863,16854049
5973,P17252,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.640000343322754,8486620
5973,P36888,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.149999618530272,24735609
5973,Q15139,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.699999809265137,8772178
5974,P06493,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.489999771118164,14761195|14700633
5974,Q00535,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.079999923706055,14761195|14700633
5976,O14965,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.239999771118164,19447622
5976,P12931,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.090000152587891,19447622
5976,P49841,1,Inhibition,Inhibitor,Not Determined,True,pKi,7.659999847412109,19447622
5977,P49841,1,Inhibition,Inhibitor,Selective,True,pIC50,5.849999904632568,23099099
5978,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.409999847412109,12031334
5979,P49841,1,Inhibition,Inhibitor,Not Determined,True,pKi,7.420000076293945,12928438
598,P35351,1,Antagonist,Antagonist,Not Determined,False,pIC50,9.0,2590220
5980,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.519999980926514,12794184
5982,P07333,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.519999980926514,12815052
5982,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.0,12815052
5982,P10721,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.519999980926514,12815052
5982,P36888,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.519999980926514,12815052
5983,P17612,1,Inhibition,Inhibitor,Not Determined,True,pKi,7.320000171661377,2156866
5985,P48729,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.800000190734863,10749871
5985,P48730,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.0,10749871
5985,P49674,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.0,10749871
5986,O14920,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.75,15316093
5988,P19525,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.0,21632247
5989,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.659999847412109,11013232
599,P35414,1,Full agonist,Agonist,Selective,False,pIC50,,11336787|12603839
5990,P51617,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.519999980926514,16563752
5990,Q9NWZ3,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.699999809265137,16563752
5991,O14757,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.0,18321713|15486189
5991,O96017,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.519999980926514,18077363
5991,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.300000190734863,18077363|15486189
5992,O60674,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.0,11934592
5992,P29597,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.0,18077363
5992,P52333,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.300000190734863,11934592
5993,O60674,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.0,18094329
5993,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.399999618530273,18094329
5993,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.0,18094329
5993,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.739999771118164,18094329
5994,P21980,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.0,18804034
5994,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,4.400000095367432,10741557
5994,P52333,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.099999904632568,10741557
5995,Q5S007,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.659999847412109,
5996,P45984,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.5,17194588
5996,P53779,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.699999809265137,
5997,P53779,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.150000095367432,
5998,P45983,1,Inhibition,Inhibitor,Not Determined,True,pKi,8.699999809265137,16759099
5998,P45984,1,Inhibition,Inhibitor,Not Determined,True,pKi,8.399999618530273,16759099
5998,P53779,1,Inhibition,Inhibitor,Not Determined,False,pKi,7.28000020980835,16759099
6,P08908,1,Full agonist,Agonist,,False,pKi,8.6,9397179
6,P28221,1,Full agonist,Agonist,,False,pKi,9.2,9397179
6,P28222,1,Full agonist,Agonist,,False,pKi,8.7,9397179
60,P08908,1,Full agonist,Agonist,,False,pKi,6.6,10193663
60,P28221,1,Full agonist,Agonist,Not Determined,True,pKi,8.899999618530273,10193663
60,P28222,1,Partial agonist,Agonist,Not Determined,True,pKi,7.699999809265137,10193663
60,P28566,1,Full agonist,Agonist,,False,pKi,7.7,10193663
60,P30939,1,Full agonist,Agonist,,False,pKi,,15900510|10193663
6000,P49841,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.639999866485596,11013232
